2,3.0994415283203125e-06
5001,1.1920928955078125e-06
10000,1.9073486328125e-06
14999,2.86102294921875e-06
19998,2.1457672119140625e-06
24997,3.0994415283203125e-06
29996,2.1457672119140625e-06
34995,4.0531158447265625e-06
39994,4.0531158447265625e-06
44993,5.245208740234375e-06
49992,3.814697265625e-06
54991,1.9073486328125e-06
59990,5.9604644775390625e-06
64989,4.291534423828125e-06
69988,2.86102294921875e-06
74987,2.1457672119140625e-06
79986,4.0531158447265625e-06
84985,5.9604644775390625e-06
89984,3.0994415283203125e-06
94983,3.0994415283203125e-06
